RANCHI,2024-12-18,nan
RANCHI,2024-12-19,1.0
RANCHI,2024-12-20,2.0
RANCHI,2024-12-21,2.0
RANCHI,2024-12-22,0.0
RANCHI,2024-12-23,0.0
RANCHI,2024-12-24,0.0
RANCHI,2024-12-25,0.0
RANCHI,2024-12-28,1.0
RANCHI,2024-12-29,0.0
RANCHI,2024-12-30,1.0
RANCHI,2024-12-31,1.0
RANCHI,2025-01-01,1.0
UJJAIN,2024-12-18,nan
UJJAIN,2024-12-19,0.0
UJJAIN,2024-12-20,0.0
UJJAIN,2024-12-21,0.0
UJJAIN,2024-12-22,0.0
UJJAIN,2024-12-23,0.0
UJJAIN,2024-12-24,0.0
UJJAIN,2024-12-25,0.0
UJJAIN,2024-12-28,5.0
UJJAIN,2024-12-29,1.0
UJJAIN,2024-12-30,0.0
UJJAIN,2024-12-31,0.0
UJJAIN,2025-01-01,0.0
JHANSI,2024-12-18,nan
JHANSI,2024-12-19,0.0
JHANSI,2024-12-20,0.0
JHANSI,2024-12-21,0.0
JHANSI,2024-12-22,0.0
JHANSI,2024-12-23,1.0
JHANSI,2024-12-24,2.0
JHANSI,2024-12-25,1.0
JHANSI,2024-12-28,3.0
JHANSI,2024-12-29,1.0
JHANSI,2024-12-30,1.0
JHANSI,2024-12-31,0.0
JHANSI,2025-01-01,0.0
NIWARI,2024-12-18,nan
NIWARI,2024-12-19,0.0
NIWARI,2024-12-20,0.0
NIWARI,2024-12-21,0.0
NIWARI,2024-12-22,0.0
NIWARI,2024-12-23,1.0
NIWARI,2024-12-24,2.0
NIWARI,2024-12-25,1.0
NIWARI,2024-12-28,3.0
NIWARI,2024-12-29,1.0
NIWARI,2024-12-30,1.0
NIWARI,2024-12-31,0.0
NIWARI,2025-01-01,0.0
DATIA,2024-12-18,nan
DATIA,2024-12-19,0.0
DATIA,2024-12-20,0.0
DATIA,2024-12-21,0.0
DATIA,2024-12-22,0.0
DATIA,2024-12-23,1.0
DATIA,2024-12-24,2.0
DATIA,2024-12-25,1.0
DATIA,2024-12-28,3.0
DATIA,2024-12-29,1.0
DATIA,2024-12-30,1.0
DATIA,2024-12-31,0.0
DATIA,2025-01-01,0.0
DAMAN,2024-12-18,nan
DAMAN,2024-12-19,0.0
DAMAN,2024-12-20,0.0
DAMAN,2024-12-21,0.0
DAMAN,2024-12-22,0.0
DAMAN,2024-12-23,0.0
DAMAN,2024-12-24,0.0
DAMAN,2024-12-25,0.0
DAMAN,2024-12-28,4.0
DAMAN,2024-12-29,0.0
DAMAN,2024-12-30,0.0
DAMAN,2024-12-31,0.0
DAMAN,2025-01-01,0.0
NAVSARI,2024-12-18,nan
NAVSARI,2024-12-19,0.0
NAVSARI,2024-12-20,0.0
NAVSARI,2024-12-21,0.0
NAVSARI,2024-12-22,0.0
NAVSARI,2024-12-23,0.0
NAVSARI,2024-12-24,0.0
NAVSARI,2024-12-25,0.0
NAVSARI,2024-12-28,4.0
NAVSARI,2024-12-29,0.0
NAVSARI,2024-12-30,0.0
NAVSARI,2024-12-31,0.0
NAVSARI,2025-01-01,0.0
DAMAN,2024-12-18,nan
DAMAN,2024-12-19,0.0
DAMAN,2024-12-20,0.0
DAMAN,2024-12-21,0.0
DAMAN,2024-12-22,0.0
DAMAN,2024-12-23,0.0
DAMAN,2024-12-24,0.0
DAMAN,2024-12-25,0.0
DAMAN,2024-12-28,4.0
DAMAN,2024-12-29,0.0
DAMAN,2024-12-30,0.0
DAMAN,2024-12-31,0.0
DAMAN,2025-01-01,0.0
DARRANG,2024-12-18,nan
DARRANG,2024-12-19,0.0
DARRANG,2024-12-20,1.0
DARRANG,2024-12-21,1.0
DARRANG,2024-12-22,0.0
DARRANG,2024-12-23,1.0
DARRANG,2024-12-24,0.0
DARRANG,2024-12-25,0.0
DARRANG,2024-12-28,1.0
DARRANG,2024-12-29,0.0
DARRANG,2024-12-30,0.0
DARRANG,2024-12-31,0.0
DARRANG,2025-01-01,0.0
MORIGAON,2024-12-18,nan
MORIGAON,2024-12-19,0.0
MORIGAON,2024-12-20,1.0
MORIGAON,2024-12-21,1.0
MORIGAON,2024-12-22,0.0
MORIGAON,2024-12-23,1.0
MORIGAON,2024-12-24,0.0
MORIGAON,2024-12-25,0.0
MORIGAON,2024-12-28,1.0
MORIGAON,2024-12-29,0.0
MORIGAON,2024-12-30,0.0
MORIGAON,2024-12-31,0.0
MORIGAON,2025-01-01,0.0
NAGAON,2024-12-18,nan
NAGAON,2024-12-19,0.0
NAGAON,2024-12-20,1.0
NAGAON,2024-12-21,1.0
NAGAON,2024-12-22,0.0
NAGAON,2024-12-23,1.0
NAGAON,2024-12-24,0.0
NAGAON,2024-12-25,0.0
NAGAON,2024-12-28,1.0
NAGAON,2024-12-29,0.0
NAGAON,2024-12-30,0.0
NAGAON,2024-12-31,0.0
NAGAON,2025-01-01,0.0
UDALGURI,2024-12-18,nan
UDALGURI,2024-12-19,0.0
UDALGURI,2024-12-20,1.0
UDALGURI,2024-12-21,1.0
UDALGURI,2024-12-22,0.0
UDALGURI,2024-12-23,1.0
UDALGURI,2024-12-24,0.0
UDALGURI,2024-12-25,0.0
UDALGURI,2024-12-28,1.0
UDALGURI,2024-12-29,0.0
UDALGURI,2024-12-30,0.0
UDALGURI,2024-12-31,0.0
UDALGURI,2025-01-01,0.0
NARMADA,2024-12-18,nan
NARMADA,2024-12-19,0.0
NARMADA,2024-12-20,0.0
NARMADA,2024-12-21,0.0
NARMADA,2024-12-22,0.0
NARMADA,2024-12-23,0.0
NARMADA,2024-12-24,0.0
NARMADA,2024-12-25,1.0
NARMADA,2024-12-28,4.0
NARMADA,2024-12-29,1.0
NARMADA,2024-12-30,0.0
NARMADA,2024-12-31,0.0
NARMADA,2025-01-01,0.0
TAPI,2024-12-18,nan
TAPI,2024-12-19,0.0
TAPI,2024-12-20,0.0
TAPI,2024-12-21,0.0
TAPI,2024-12-22,0.0
TAPI,2024-12-23,0.0
TAPI,2024-12-24,0.0
TAPI,2024-12-25,1.0
TAPI,2024-12-28,4.0
TAPI,2024-12-29,1.0
TAPI,2024-12-30,0.0
TAPI,2024-12-31,0.0
TAPI,2025-01-01,0.0
ANJAW,2024-12-18,nan
ANJAW,2024-12-19,0.0
ANJAW,2024-12-20,0.0
ANJAW,2024-12-21,1.0
ANJAW,2024-12-22,2.0
ANJAW,2024-12-23,1.0
ANJAW,2024-12-24,0.0
ANJAW,2024-12-25,1.0
ANJAW,2024-12-28,2.0
ANJAW,2024-12-29,1.0
ANJAW,2024-12-30,1.0
ANJAW,2024-12-31,1.0
ANJAW,2025-01-01,1.0
LOHIT,2024-12-18,nan
LOHIT,2024-12-19,0.0
LOHIT,2024-12-20,0.0
LOHIT,2024-12-21,1.0
LOHIT,2024-12-22,2.0
LOHIT,2024-12-23,1.0
LOHIT,2024-12-24,0.0
LOHIT,2024-12-25,1.0
LOHIT,2024-12-28,2.0
LOHIT,2024-12-29,1.0
LOHIT,2024-12-30,1.0
LOHIT,2024-12-31,1.0
LOHIT,2025-01-01,1.0
CHITRAKOOT,2024-12-18,nan
CHITRAKOOT,2024-12-19,1.0
CHITRAKOOT,2024-12-20,0.0
CHITRAKOOT,2024-12-21,0.0
CHITRAKOOT,2024-12-22,0.0
CHITRAKOOT,2024-12-23,1.0
CHITRAKOOT,2024-12-24,1.0
CHITRAKOOT,2024-12-25,1.0
CHITRAKOOT,2024-12-28,2.0
CHITRAKOOT,2024-12-29,1.0
CHITRAKOOT,2024-12-30,1.0
CHITRAKOOT,2024-12-31,0.0
CHITRAKOOT,2025-01-01,0.0
KAUSHAMBI,2024-12-18,nan
KAUSHAMBI,2024-12-19,1.0
KAUSHAMBI,2024-12-20,0.0
KAUSHAMBI,2024-12-21,0.0
KAUSHAMBI,2024-12-22,0.0
KAUSHAMBI,2024-12-23,1.0
KAUSHAMBI,2024-12-24,1.0
KAUSHAMBI,2024-12-25,1.0
KAUSHAMBI,2024-12-28,2.0
KAUSHAMBI,2024-12-29,1.0
KAUSHAMBI,2024-12-30,1.0
KAUSHAMBI,2024-12-31,0.0
KAUSHAMBI,2025-01-01,0.0
PRATAPGARH,2024-12-18,nan
PRATAPGARH,2024-12-19,1.0
PRATAPGARH,2024-12-20,0.0
PRATAPGARH,2024-12-21,0.0
PRATAPGARH,2024-12-22,0.0
PRATAPGARH,2024-12-23,1.0
PRATAPGARH,2024-12-24,1.0
PRATAPGARH,2024-12-25,1.0
PRATAPGARH,2024-12-28,2.0
PRATAPGARH,2024-12-29,1.0
PRATAPGARH,2024-12-30,1.0
PRATAPGARH,2024-12-31,0.0
PRATAPGARH,2025-01-01,0.0
PRAYAGRAJ,2024-12-18,nan
PRAYAGRAJ,2024-12-19,1.0
PRAYAGRAJ,2024-12-20,0.0
PRAYAGRAJ,2024-12-21,0.0
PRAYAGRAJ,2024-12-22,0.0
PRAYAGRAJ,2024-12-23,1.0
PRAYAGRAJ,2024-12-24,1.0
PRAYAGRAJ,2024-12-25,1.0
PRAYAGRAJ,2024-12-28,2.0
PRAYAGRAJ,2024-12-29,1.0
PRAYAGRAJ,2024-12-30,1.0
PRAYAGRAJ,2024-12-31,0.0
PRAYAGRAJ,2025-01-01,0.0
PRATAPGARH,2024-12-18,nan
PRATAPGARH,2024-12-19,1.0
PRATAPGARH,2024-12-20,0.0
PRATAPGARH,2024-12-21,0.0
PRATAPGARH,2024-12-22,0.0
PRATAPGARH,2024-12-23,1.0
PRATAPGARH,2024-12-24,1.0
PRATAPGARH,2024-12-25,1.0
PRATAPGARH,2024-12-28,2.0
PRATAPGARH,2024-12-29,1.0
PRATAPGARH,2024-12-30,1.0
PRATAPGARH,2024-12-31,0.0
PRATAPGARH,2025-01-01,0.0
SHIVPURI,2024-12-18,nan
SHIVPURI,2024-12-19,0.0
SHIVPURI,2024-12-20,0.0
SHIVPURI,2024-12-21,0.0
SHIVPURI,2024-12-22,0.0
SHIVPURI,2024-12-23,0.0
SHIVPURI,2024-12-24,1.0
SHIVPURI,2024-12-25,1.0
SHIVPURI,2024-12-28,3.0
SHIVPURI,2024-12-29,1.0
SHIVPURI,2024-12-30,0.0
SHIVPURI,2024-12-31,0.0
SHIVPURI,2025-01-01,0.0
PRAKASAM,2024-12-18,nan
PRAKASAM,2024-12-19,2.0
PRAKASAM,2024-12-20,2.0
PRAKASAM,2024-12-21,3.0
PRAKASAM,2024-12-22,3.0
PRAKASAM,2024-12-23,4.0
PRAKASAM,2024-12-24,2.0
PRAKASAM,2024-12-25,3.0
PRAKASAM,2024-12-28,4.0
PRAKASAM,2024-12-29,2.0
PRAKASAM,2024-12-30,2.0
PRAKASAM,2024-12-31,1.0
PRAKASAM,2025-01-01,1.0
MANDLA,2024-12-18,nan
MANDLA,2024-12-19,1.0
MANDLA,2024-12-20,1.0
MANDLA,2024-12-21,0.0
MANDLA,2024-12-22,0.0
MANDLA,2024-12-23,2.0
MANDLA,2024-12-24,1.0
MANDLA,2024-12-25,1.0
MANDLA,2024-12-28,2.0
MANDLA,2024-12-29,1.0
MANDLA,2024-12-30,2.0
MANDLA,2024-12-31,0.0
MANDLA,2025-01-01,1.0
GUNTUR,2024-12-18,nan
GUNTUR,2024-12-19,2.0
GUNTUR,2024-12-20,2.0
GUNTUR,2024-12-21,2.0
GUNTUR,2024-12-22,2.0
GUNTUR,2024-12-23,2.0
GUNTUR,2024-12-24,2.0
GUNTUR,2024-12-25,2.0
GUNTUR,2024-12-28,4.0
GUNTUR,2024-12-29,2.0
GUNTUR,2024-12-30,1.0
GUNTUR,2024-12-31,1.0
GUNTUR,2025-01-01,1.0
NTR DISTRICT,2024-12-18,nan
NTR DISTRICT,2024-12-19,2.0
NTR DISTRICT,2024-12-20,2.0
NTR DISTRICT,2024-12-21,2.0
NTR DISTRICT,2024-12-22,2.0
NTR DISTRICT,2024-12-23,2.0
NTR DISTRICT,2024-12-24,2.0
NTR DISTRICT,2024-12-25,2.0
NTR DISTRICT,2024-12-28,4.0
NTR DISTRICT,2024-12-29,2.0
NTR DISTRICT,2024-12-30,1.0
NTR DISTRICT,2024-12-31,1.0
NTR DISTRICT,2025-01-01,1.0
RAIGAD,2024-12-18,nan
RAIGAD,2024-12-19,0.0
RAIGAD,2024-12-20,0.0
RAIGAD,2024-12-21,0.0
RAIGAD,2024-12-22,0.0
RAIGAD,2024-12-23,1.0
RAIGAD,2024-12-24,1.0
RAIGAD,2024-12-25,0.0
RAIGAD,2024-12-28,2.0
RAIGAD,2024-12-29,0.0
RAIGAD,2024-12-30,0.0
RAIGAD,2024-12-31,1.0
RAIGAD,2025-01-01,1.0
PUNE,2024-12-18,nan
PUNE,2024-12-19,0.0
PUNE,2024-12-20,0.0
PUNE,2024-12-21,0.0
PUNE,2024-12-22,0.0
PUNE,2024-12-23,1.0
PUNE,2024-12-24,1.0
PUNE,2024-12-25,0.0
PUNE,2024-12-28,2.0
PUNE,2024-12-29,0.0
PUNE,2024-12-30,0.0
PUNE,2024-12-31,1.0
PUNE,2025-01-01,1.0
ALIRAJPUR,2024-12-18,nan
ALIRAJPUR,2024-12-19,0.0
ALIRAJPUR,2024-12-20,0.0
ALIRAJPUR,2024-12-21,0.0
ALIRAJPUR,2024-12-22,0.0
