NICOBAR,7.0,93.0,9.1
NORTH & MIDDLE ANDAMAN,12.61123865,92.83165406414926,0
SOUTH ANDAMAN,10.7056905,92.48746789633373,0.1
ANJAW,28.1114301,96.82699963398373,0.0
CHANGLANG,27.1398402,95.7382485,0.0
DIBANG VALLEY,28.8291044,95.95540957636018,9.0
EAST KAMENG,27.3,93.05,0.0
EAST SIANG,28.3,95.15,0.1
KURUNG KUMEY,27.98636765,93.15783468644102,
LOHIT,28.035016149999997,96.17135154220676,0.0
LOWER DIBANG VALLEY,28.21495625,95.87877403567019,0.4
LOWER SUBANSIRI,27.8,93.6,0.0
